Wall time,Step,Value
1618418020.7216609,542,662431.0
1618418074.3153317,547,618200.0
1618418188.9117956,557,565358.0
1618418211.8912926,559,1346914.0
1618418258.3914385,563,1100025.0
1618418321.6559713,569,353592.0
1618418366.8067524,573,388822.0
1618418378.3543062,574,367088.0
1618418436.2429435,579,638810.0
1618418459.2949495,581,369582.0
1618418470.8100643,582,334710.0
1618418493.8595948,584,324317.0
1618418517.1015258,586,530907.0
1618418528.7046642,587,414188.0
1618418579.6222987,592,1308451.0
1618418590.8876483,593,652785.0
1618418695.87302,602,363249.0
1618418765.943675,608,435748.0
1618418788.4947224,610,343887.0
1618418840.6327791,615,416229.0
1618418898.34519,620,362862.0
1618418921.651423,622,345285.0
1618419055.2911782,634,359894.0
1618419135.4284475,641,332217.0
1618419147.04518,642,325992.0
1618419170.095177,644,654496.0
1618419181.7132542,645,477629.0
1618419193.2756674,646,865843.0
1618419204.9436493,647,477294.0
1618419228.57642,649,344816.0
1618419263.4347403,652,478541.0
1618419303.99212,656,436834.0
1618419361.1961145,661,342442.0
1618419396.1574564,664,1571129.0
1618419442.2242086,668,384767.0
1618419477.0394251,671,475290.0
1618419488.6610446,672,383405.0
1618419511.9941852,674,399538.0
1618419522.8209646,675,347449.0
1618419552.0754642,678,384935.0
1618419562.8901913,679,367915.0
1618419597.6755686,682,411131.0
1618419609.269439,683,344486.0
1618419667.8055892,688,349247.0
1618419679.3823013,689,699169.0
1618419760.908372,696,729299.0
1618419789.6506207,699,347334.0
1618419835.3927667,703,1742637.0
1618419870.4317048,706,777020.0
1618419893.8550386,708,405418.0
1618419917.1227887,710,1033424.0
1618419963.5914073,714,318684.0
1618420009.68686,718,334435.0
1618420038.3912225,721,962812.0
1618420049.2134323,722,600434.0
1618420060.8424702,723,445809.0
1618420142.1125557,730,358750.0
1618420211.6760285,736,852439.0
1618420235.1223414,738,423372.0
1618420246.9459114,739,360112.0
1618420286.8747,743,341602.0
1618420332.314552,747,510129.0
1618420367.0850737,750,494145.0
1618420378.7436855,751,418844.0
1618420390.4131293,752,350172.0
1618420413.57016,754,316650.0
1618420436.7565854,756,326410.0
1618420534.579547,765,310784.0
1618420545.744765,766,311910.0
1618420580.4157262,769,340787.0
1618420592.029046,770,332010.0
1618420603.5912213,771,325084.0
1618420626.8630002,773,339614.0
1618420638.539589,774,841606.0
1618420708.3208716,780,333446.0
1618420752.5819004,784,379181.0
1618420762.0289571,785,334990.0
1618420782.6732411,787,626576.0
1618420805.8711147,789,355684.0
1618420840.9135585,792,786520.0
1618420852.6316423,793,500758.0
1618420864.230824,794,398699.0
1618420875.7129734,795,365636.0
1618420910.5088956,798,321232.0
1618420957.0595691,802,457067.0
1618421010.3215377,807,320407.0
1618421021.0337958,808,331980.0
1618421032.0374515,809,405246.0
1618421101.5291274,815,908807.0
1618421171.1209555,821,349616.0
1618421217.3837626,825,309138.0
1618421248.0161731,828,402744.0
1618421290.8041537,832,934481.0
1618421337.2419896,836,342711.0
1618421360.6294951,838,321328.0
1618421419.1087525,843,375236.0
1618421453.82633,846,332393.0
1618421693.0674946,867,341120.0
1618421716.2264035,869,777777.0
1618421726.4935615,870,549324.0
1618421767.374109,874,324863.0
1618421790.8569658,876,300599.0
1618421837.5663342,880,413184.0
1618421860.4598072,882,345078.0
1618421953.4987826,890,325453.0
1618422016.2732394,896,362736.0
1618422062.9367514,900,315213.0
1618422144.5323753,907,334036.0
1618422156.1369436,908,336725.0
1618422167.8870072,909,312999.0
1618422179.597316,910,345519.0
1618422232.7649975,915,422711.0
1618422254.088378,917,336427.0
1618422289.0433855,920,353514.0
1618422300.66168,921,318058.0
1618422324.1686141,923,915644.0
1618422417.7533047,931,304331.0
1618422429.6003308,932,297210.0
1618422462.3246744,935,829122.0
1618422538.8200824,942,361867.0
1618422573.4021802,945,307020.0
1618422678.007468,954,336220.0
1618422700.833485,956,328468.0
1618422710.3232214,957,1303167.0
1618422720.0137765,958,686281.0
1618422752.4477346,961,350308.0
1618422764.085784,962,1087767.0
1618422810.378699,966,407719.0
1618422868.620755,971,278079.0
1618422880.3423355,972,301201.0
1618422927.1032703,976,294847.0
1618422938.5311866,977,298448.0
1618422948.7055035,978,299829.0
1618422958.1549408,979,304656.0
1618423001.2922077,983,467402.0
1618423013.0250895,984,1514243.0
1618423047.9501984,987,367470.0
1618423059.6004753,988,324419.0
1618423152.9646285,996,574028.0
1618423197.485323,1000,311835.0
1618423217.0020268,1002,307948.0
1618423239.918516,1004,303555.0
1618423251.6286576,1005,317279.0
1618423334.608415,1012,287232.0
1618423346.7343266,1013,277074.0
1618423358.5527618,1014,287206.0
1618423394.1175299,1017,1148759.0
1618423484.668967,1025,291137.0
1618423508.0246885,1027,311644.0
1618423554.4930098,1031,468641.0
1618423566.0008774,1032,399046.0
1618423601.013538,1035,304018.0
1618423624.7203538,1037,290969.0
1618423703.6322885,1044,311813.0
1618423835.5596786,1055,344892.0
1618423858.7561224,1057,304277.0
1618423929.1660876,1063,325983.0
1618423940.8049176,1064,312590.0
1618423961.6195781,1066,287626.0
1618423987.0760386,1068,287736.0
1618424034.1606438,1072,927662.0
1618424081.4100153,1076,335282.0
1618424105.5326684,1078,289238.0
1618424164.0986128,1083,279222.0
1618424175.5978367,1084,775711.0
1618424186.6428206,1085,507277.0
1618424282.10446,1093,284457.0
1618424352.1123087,1099,284822.0
1618424398.7049341,1103,670072.0
1618424410.1782727,1104,464383.0
1618424421.9933183,1105,374296.0
1618424526.9206302,1114,268664.0
1618424550.2831068,1116,273702.0
1618424585.8909178,1119,983926.0
1618424655.968131,1125,301560.0
1618424667.406568,1126,290657.0
1618424747.3321981,1133,390886.0
1618424770.752438,1135,302869.0
1618424998.4836764,1155,266334.0
1618425010.1609168,1156,262237.0
1618425056.696048,1160,318434.0
1618425068.431571,1161,555525.0
1618425079.9255931,1162,419181.0
1618425283.6917565,1180,300020.0
1618425318.9840806,1183,477543.0
1618425342.9643664,1185,314286.0
1618425424.5405884,1192,251696.0
1618425435.816501,1193,275952.0
1618425501.34487,1199,264885.0
1618425525.0602982,1201,1390667.0
1618425583.1335409,1206,344460.0
1618425606.1825075,1208,283426.0
1618425629.890902,1210,273855.0
1618425675.9734523,1214,261362.0
1618425785.188237,1224,258494.0
1618425877.919171,1232,264730.0
1618425889.2932475,1233,1242706.0
1618425901.025477,1234,779782.0
1618425924.5035586,1236,732554.0
1618425953.285095,1239,342144.0
1618426010.6476772,1244,254388.0
1618426045.6753538,1247,251401.0
1618426116.238845,1253,472515.0
1618426139.4535468,1255,325639.0
1618426162.9449737,1257,274975.0
1618426174.6377206,1258,269084.0
1618426205.140412,1261,258424.0
1618426228.407416,1263,255607.0
1618426263.4208677,1266,335087.0
1618426357.110264,1274,284581.0
1618426439.498539,1281,248522.0
1618426510.6762125,1287,256839.0
1618426558.5212777,1291,255118.0
1618426570.0610716,1292,260254.0
1618426582.22292,1293,254886.0
1618426594.2691286,1294,259552.0
1618426664.5495753,1300,452887.0
1618426697.1325276,1303,276173.0
1618426779.4480796,1310,247376.0
1618426802.650157,1312,239455.0
1618426837.5506244,1315,516196.0
1618426849.6565158,1316,394761.0
1618426884.3028758,1319,274736.0
1618426953.8196452,1325,239327.0
1618426977.445774,1327,242204.0
1618427012.080481,1330,241102.0
1618427048.0837498,1333,255562.0
1618427059.7429786,1334,252429.0
1618427083.1100092,1336,258428.0
1618427094.5311508,1337,255530.0
1618427165.1036882,1343,244655.0
1618427299.6347706,1355,269824.0
1618427428.1472042,1366,250761.0
1618427472.2743993,1370,247241.0
1618427576.3565001,1379,317979.0
1618427634.8925352,1384,252668.0
1618427646.757434,1385,241908.0
1618427681.737318,1388,241041.0
1618427692.6817439,1389,239591.0
1618427714.0463643,1391,246620.0
1618427725.5150907,1392,232152.0
1618427760.7583015,1395,236713.0
1618427955.6947432,1412,227456.0
1618427966.6275609,1413,219629.0
1618427977.980868,1414,222263.0
1618428015.2311058,1419,224321.0
1618428036.8431418,1422,236346.0
1618428066.474501,1426,413003.0
1618428073.897774,1427,323068.0
1618428081.558166,1428,281323.0
1618428111.8119874,1432,224576.0
1618428119.0126944,1433,218398.0
1618428141.4882686,1436,220320.0
1618428171.315067,1440,221686.0
1618428186.177377,1442,226807.0
1618428291.1427763,1456,226379.0
1618428356.853846,1465,236080.0
1618428363.9881728,1466,234766.0
1618428441.2224348,1477,231387.0
1618428498.9998298,1485,244507.0
1618428506.1299179,1486,226501.0
1618428527.5297935,1489,213350.0
1618428541.780863,1491,207334.0
1618428548.924546,1492,205055.0
1618428606.7511628,1500,361998.0
1618428613.7264533,1501,304924.0
1618428621.2767491,1502,280328.0
1618428650.3662164,1506,222780.0
1618428664.5905697,1508,211449.0
1618428679.1942072,1510,208675.0
1618428737.001132,1518,972587.0
1618428772.8423946,1523,253775.0
1618428780.121714,1524,238741.0
1618428801.6937966,1527,211027.0
1618428851.9555085,1534,204851.0
1618428938.2349572,1546,202906.0
1618428974.0720778,1551,223783.0
1618428981.4220834,1552,210799.0
1618428996.076281,1554,208938.0
1618429003.2131057,1555,199995.0
1618429046.7619896,1561,374803.0
1618429097.481873,1568,205197.0
1618429104.625292,1569,206604.0
1618429169.821813,1578,201094.0
1618429199.4581385,1582,210070.0
1618429213.7172413,1584,221701.0
1618429243.1140254,1588,202724.0
1618429308.3707373,1597,213885.0
1618429358.7194693,1604,321450.0
1618429365.841934,1605,288923.0
1618429402.1664438,1610,212967.0
1618429460.2286477,1618,196168.0
1618429474.5917125,1620,205412.0
1618429524.9397285,1627,202521.0
1618429532.0521684,1628,214725.0
1618429560.6183472,1632,205839.0
1618429597.206432,1637,212402.0
1618429618.8649988,1640,201580.0
1618429633.222973,1642,700086.0
1618429654.79574,1645,315604.0
1618429676.348435,1648,225576.0
1618429705.012842,1652,196334.0
1618429763.4767373,1660,188006.0
1618429822.1051118,1668,186299.0
1618429836.9329023,1670,193509.0
1618429851.35254,1672,894606.0
1618429873.4711988,1675,406842.0
1618429880.6811564,1676,360802.0
1618429926.2055774,1682,217117.0
1618429933.3487084,1683,207576.0
1618429993.4863644,1691,186296.0
1618430016.0615635,1694,188378.0
1618430023.4030445,1695,188756.0
1618430030.715582,1696,196572.0
1618430038.0013008,1697,204383.0
1618430053.485932,1699,193436.0
1618430075.81136,1702,185660.0
1618430128.1378467,1709,188277.0
1618430135.7408051,1710,188280.0
1618430188.2226202,1717,198306.0
1618430195.6889303,1718,188691.0
1618430203.151136,1719,182972.0
1618430269.2567565,1728,260428.0
1618430298.1728725,1732,196596.0
1618430312.5313833,1734,185614.0
1618430319.852261,1735,182352.0
1618430334.2794712,1737,179245.0
1618430370.6977172,1742,176062.0
1618430377.8782718,1743,169588.0
1618430392.0935738,1745,175545.0
1618430399.5284069,1746,176598.0
1618430406.7502706,1747,177099.0
1618430442.4202712,1752,179520.0
1618430543.4000576,1766,267451.0
1618430608.833298,1775,173189.0
1618430652.3732173,1781,177222.0
1618430702.9883676,1788,169158.0
1618430710.5012045,1789,170256.0
1618430775.896307,1798,195646.0
1618430825.6746852,1805,166957.0
1618430883.7751439,1813,169239.0
1618430890.9649782,1814,169940.0
1618430912.8680336,1817,169303.0
1618430964.2753232,1824,166166.0
1618430978.6394906,1826,163297.0
1618431007.510301,1830,167367.0
1618431080.7976367,1840,172430.0
1618431088.0530949,1841,165793.0
1618431110.1557798,1844,165208.0
1618431146.5664675,1849,161268.0
1618431175.481399,1853,169891.0
1618431269.2354758,1866,167570.0
1618431283.5534878,1868,168750.0
1618431290.6669734,1869,163415.0
1618431333.913719,1875,163808.0
1618431341.066379,1876,161066.0
1618431348.1120174,1877,161016.0
1618431362.4933343,1879,160510.0
1618431376.8748903,1881,163111.0
1618431462.6510544,1893,161967.0
1618431528.2822604,1902,170074.0
1618431557.3699298,1906,164106.0
1618431594.1117141,1911,158444.0
1618431638.5537884,1917,153867.0
1618431699.2591186,1923,157343.0
1618431710.9495032,1924,153225.0
1618431781.8667092,1930,151587.0
1618431839.2177937,1934,154570.0
1618431873.0496957,1936,153776.0
1618431910.426558,1938,155181.0
1618432035.7689958,1944,154426.0
1618432102.4104786,1947,155921.0
1618432155.3138528,1949,165985.0
1618432231.7514944,1952,152666.0
1618432312.7811918,1955,155085.0
1618432390.3917933,1958,153278.0
1618432437.4821033,1960,152361.0
1618432595.3597682,1967,150447.0
1618432638.3161156,1969,148585.0
1618432881.403101,1981,149712.0
1618432899.838272,1982,142413.0
1618432918.543456,1983,148216.0
1618433155.445356,1997,308962.0
1618433215.835286,2001,194387.0
1618433279.078655,2005,153536.0
1618433341.5248322,2009,141257.0
1618433356.5671413,2010,138034.0
1618433403.0535302,2013,135753.0
1618433432.8599675,2015,133030.0
1618433463.5396948,2017,130079.0
1618433586.32091,2025,139458.0
1618433617.0773118,2027,133405.0
1618433662.3488157,2030,129265.0
1618433707.9722023,2033,132861.0
1618433752.160323,2036,132143.0
1618433782.4549446,2038,135579.0
1618433828.1669397,2041,133473.0
1618433875.1655867,2044,133500.0
1618433890.3051846,2045,130766.0
1618434118.2775683,2060,132329.0
1618434225.025862,2067,128720.0
1618434301.0247734,2072,134947.0
1618434316.2766025,2073,132598.0
1618434331.4720678,2074,133559.0
1618434362.07033,2076,131758.0
1618434377.4752204,2077,131042.0
1618434407.530648,2079,133289.0
1618434439.004937,2081,127623.0
1618434499.1259992,2085,130526.0
1618434560.2840302,2089,136161.0
1618434634.9319432,2094,126772.0
1618434664.7304904,2096,129313.0
1618434771.5865395,2103,130218.0
1618434801.5298147,2105,128983.0
1618434816.473055,2106,128899.0
1618434861.666063,2109,125443.0
1618434891.7449954,2111,126969.0
1618434952.3130887,2115,126606.0
1618434998.7049086,2118,124048.0
1618435028.5020504,2120,125784.0
1618435058.9134648,2122,127923.0
1618435074.0446768,2123,128098.0
1618435228.1358984,2133,128849.0
1618435244.0719938,2134,123711.0
1618435304.220344,2138,133582.0
1618435352.1181865,2141,125649.0
1618435402.5452924,2144,123347.0
1618435418.0625763,2145,125666.0
1618435463.1307147,2148,130693.0
1618435477.745322,2149,122478.0
1618435507.6323023,2151,123246.0
1618435591.0591974,2156,122875.0
1618435611.0460083,2157,122708.0
1618435732.4148793,2164,122466.0
1618435748.9077394,2165,119546.0
1618435820.4802217,2169,123965.0
1618435855.2546036,2171,121857.0
1618435890.262007,2173,118401.0
1618435960.7410862,2177,119732.0
1618436135.5084774,2187,119574.0
1618436170.6825604,2189,119988.0
1618436204.8288023,2191,117076.0
1618436222.1400352,2192,117847.0
1618436294.663474,2196,115058.0
1618436346.790512,2199,119485.0
1618436478.9434364,2207,118686.0
1618436538.9301527,2211,115126.0
1618436583.8315253,2214,114317.0
1618436752.3021057,2225,113576.0
1618436812.3700194,2229,113453.0
1618436842.2757573,2231,115400.0
1618436887.4127777,2234,110998.0
1618436917.0591724,2236,111923.0
1618436933.9410005,2237,110724.0
1618436965.8017025,2239,110753.0
1618436995.7364984,2241,109881.0
1618437011.594288,2242,109944.0
1618437041.780709,2244,114507.0
1618437072.7531552,2246,110815.0
1618437087.6066651,2247,110690.0
1618437146.9861715,2251,110481.0
1618437161.0467618,2252,110302.0
1618437191.8643425,2254,110136.0
1618437236.5148299,2257,109464.0
1618437311.6268144,2262,111347.0
1618437493.3641794,2274,109884.0
1618437552.898056,2278,106036.0
1618437598.1119545,2281,104654.0
1618437749.2086499,2291,103605.0
1618437833.9392917,2297,101233.0
1618437848.5582924,2298,101520.0
1618437877.177557,2300,104413.0
1618437918.6199877,2303,106198.0
1618437958.745759,2306,103250.0
1618437971.6001437,2307,104741.0
1618437984.4917052,2308,103127.0
1618438124.3576393,2318,102068.0
1618438137.490378,2319,103791.0
1618438151.645868,2320,102282.0
1618438178.7135708,2322,102022.0
1618438323.665663,2334,101267.0
1618438334.6331391,2335,98734.0
1618438345.8758929,2336,99983.0
1618438356.4044926,2337,100135.0
1618438430.682139,2345,98819.0
1618438508.803555,2354,98088.0
1618438545.1635156,2359,98848.0
1618438602.5143123,2367,96798.0
1618438609.6035264,2368,96350.0
1618438631.2205343,2371,96237.0
1618438710.562474,2382,96268.0
1618438732.0111692,2385,101129.0
1618438753.5150416,2388,94686.0
1618438760.7637813,2389,94364.0
1618438768.048021,2390,95682.0
1618438782.2356095,2392,93568.0
1618438840.34453,2400,91601.0
1618438854.9054677,2402,91763.0
1618438869.2845383,2404,92972.0
1618438883.8038385,2406,93001.0
1618438956.3708067,2416,91327.0
1618439013.9076388,2424,92083.0
1618439021.3055732,2425,91711.0
1618439057.367025,2430,91875.0
1618439100.3735669,2436,89304.0
1618439157.6147144,2444,88496.0
1618439200.673857,2450,88521.0
1618439207.811999,2451,87712.0
1618439215.0891476,2452,87851.0
1618439222.4375117,2453,88097.0
1618439236.6074533,2455,87979.0
1618439272.896538,2460,87623.0
1618439409.4787364,2479,86232.0
1618439424.0033393,2481,85150.0
1618439452.8223321,2485,84415.0
1618439459.987764,2486,85706.0
1618439532.188394,2496,84918.0
1618439546.5769954,2498,84513.0
1618439568.0236874,2501,84000.0
1618439575.6360753,2502,84567.0
1618439582.8079035,2503,84240.0
1618439655.145771,2513,83905.0
1618439662.3004868,2514,82948.0
1618439684.1103065,2517,82911.0
1618439698.5090735,2519,83080.0
1618439727.2906463,2523,82247.0
1618439741.888202,2525,84337.0
1618439763.4627278,2528,82803.0
1618439777.9002984,2530,82540.0
1618439792.2978373,2532,81960.0
1618439807.0381606,2534,81428.0
1618439872.632861,2543,79879.0
1618439901.308229,2547,80598.0
1618439930.2838933,2551,80904.0
1618439944.749717,2553,79985.0
1618439966.6693616,2556,79690.0
1618439988.4539123,2559,79736.0
1618440031.6867476,2565,80890.0
1618440038.8819227,2566,80559.0
1618440067.3467824,2570,79581.0
1618440088.9147627,2573,80072.0
1618440110.3024645,2576,80449.0
1618440124.567248,2578,79842.0
1618440160.7210267,2583,78326.0
1618440189.4824424,2587,78150.0
1618440211.0415885,2590,78314.0
1618440218.2928367,2591,77564.0
1618440225.4626765,2592,78195.0
1618440232.5539238,2593,77838.0
1618440254.0478106,2596,77916.0
1618440282.8057866,2600,77506.0
1618440325.9076145,2606,77202.0
1618440333.260959,2607,76689.0
1618440354.6666272,2610,76344.0
1618440412.3259714,2618,76070.0
1618440448.6215599,2623,76908.0
1618440470.1586163,2626,75743.0
1618440491.474315,2629,75895.0
1618440498.7488375,2630,75772.0
1618440512.957498,2632,75844.0
1618440534.5694273,2635,75481.0
1618440541.6029649,2636,75311.0
1618440555.955516,2638,75292.0
1618440598.8758824,2644,74990.0
1618440620.4758003,2647,74934.0
1618440642.1424096,2650,74892.0
1618440649.4280567,2651,74744.0
1618440678.1780713,2655,74619.0
1618440721.245096,2661,74077.0
1618440815.3942556,2674,73325.0
1618440844.3278995,2678,73625.0
1618440859.0252867,2680,73752.0
1618440895.0475843,2685,73381.0
1618440931.6314247,2690,72888.0
1618440996.6906903,2699,72415.0
1618441025.824744,2703,72354.0
1618441055.0485196,2707,72407.0
1618441076.63514,2710,72345.0
1618441184.5502162,2725,71855.0
1618441256.4169352,2735,71187.0
1618441263.5972133,2736,71214.0
1618441270.8439934,2737,71295.0
1618441292.1903589,2740,71415.0
1618441335.1642122,2746,71262.0
1618441378.1974776,2752,70798.0
1618441385.4028704,2753,70837.0
1618441392.486577,2754,70682.0
1618441399.6163585,2755,70711.0
1618441406.6325135,2756,70849.0
1618441413.9836419,2757,70772.0
1618441421.1262372,2758,70844.0
1618441478.3731146,2766,70385.0
1618441643.8121367,2789,70013.0
1618441650.899061,2790,70025.0
1618441658.0742087,2791,70052.0
1618441708.2504897,2798,69581.0
1618441787.8118377,2809,69418.0
1618441802.459186,2811,69498.0
1618441831.55005,2815,69305.0
1618441888.9004955,2823,69194.0
1618441896.2575617,2824,68961.0
1618441917.771689,2827,69040.0
1618441932.1621673,2829,68854.0
1618441939.2603693,2830,68825.0
1618441953.6663146,2832,68867.0
1618442090.9269705,2851,68789.0
1618442127.0513897,2856,68508.0
1618442148.6642778,2859,68469.0
1618442170.2691915,2862,68336.0
1618442235.0610166,2871,68483.0
1618442242.1149895,2872,68512.0
1618442285.0676084,2878,68143.0
1618442299.3873336,2880,68219.0
1618442306.4577985,2881,68463.0
1618442349.632024,2887,68093.0
1618442371.3749738,2890,67871.0
1618442378.7260783,2891,68035.0
1618442414.767285,2896,67993.0
1618442429.2224143,2898,67825.0
1618442443.5607977,2900,67739.0
1618442465.0355766,2903,67679.0
1618442472.1618998,2904,67697.0
1618442529.8970983,2912,67557.0
1618442566.0475,2917,67538.0
1618442580.383466,2919,67625.0
1618442587.5510404,2920,67760.0
1618442594.7561684,2921,67858.0
1618442674.4591932,2932,67529.0
1618442746.6753633,2942,67309.0
1618442805.0500462,2950,67185.0
1618442927.7579,2967,67040.0
1618442964.1267393,2972,66897.0
1618442978.7864487,2974,66995.0
1618442985.8351586,2975,66881.0
1618443007.4470835,2978,67091.0
1618443079.8337018,2988,66813.0
1618443123.6518052,2994,66895.0
1618443152.7703755,2998,66692.0
1618443188.9561524,3003,66721.0
1618443203.4177978,3005,66816.0
1618443218.1494877,3007,66632.0
1618443232.4010744,3009,66614.0
1618443247.1899486,3011,66608.0
1618443276.4203763,3015,66520.0
1618443283.7299252,3016,66707.0
1618443305.2252371,3019,66469.0
1618443312.731843,3020,66559.0
1618443319.924079,3021,66580.0
1618443348.876312,3025,66554.0
1618443363.4964263,3027,66466.0
1618443385.1514964,3030,66462.0
1618443392.5392056,3031,66542.0
1618443406.8010285,3033,66508.0
1618443442.9239738,3038,66357.0
1618443457.3428965,3040,66446.0
1618443464.5131533,3041,66367.0
1618443471.6119678,3042,66310.0
1618443514.763828,3048,66202.0
1618443529.049274,3050,66158.0
1618443550.897,3053,66236.0
1618443616.404819,3062,66269.0
1618443638.3661592,3065,66195.0
1618443652.6741745,3067,66269.0
1618443667.4071333,3069,66111.0
1618443681.939241,3071,66084.0
1618443696.2629602,3073,66143.0
1618443762.031775,3082,66008.0
1618443791.1375463,3086,66049.0
1618443805.6639302,3088,65974.0
1618443827.3075268,3091,65923.0
1618443885.2149913,3099,65895.0
1618443914.1188931,3103,65868.0
1618443943.2770174,3107,65861.0
1618443986.8271122,3113,65725.0
1618444037.7926104,3120,65687.0
1618444052.1547391,3122,65699.0
1618444087.8245006,3127,65598.0
1618444138.0897021,3134,65566.0
1618444159.7117074,3137,65641.0
1618444167.0561564,3138,65565.0
1618444203.2445447,3143,65617.0
1618444210.3256702,3144,65583.0
1618444217.7029994,3145,65678.0
1618444232.4459894,3147,65609.0
1618444253.9883485,3150,65554.0
1618444290.3639188,3155,65537.0
1618444312.364549,3158,65531.0
1618444319.4371297,3159,65493.0
1618444333.8602083,3161,65432.0
1618444377.297166,3167,65430.0
1618444449.645379,3177,65389.0
1618444500.5638518,3184,65387.0
1618444522.5430954,3187,65450.0
1618444529.8704035,3188,65411.0
1618444581.2055597,3195,65370.0
1618444588.2884238,3196,65375.0
1618444595.4052796,3197,65326.0
1618444602.569023,3198,65343.0
1618444639.2783017,3203,65257.0
1618444660.889413,3206,65262.0
1618444833.9846802,3230,65157.0
1618444855.286328,3233,65138.0
1618444869.459821,3235,65126.0
1618444905.4643526,3240,65119.0
1618444926.9522855,3243,65083.0
1618444934.5043664,3244,65090.0
1618444948.778449,3246,65089.0
1618444956.0679712,3247,65079.0
1618445006.214147,3254,65123.0
1618445020.5571373,3256,65104.0
1618445034.8685558,3258,65097.0
1618445099.6186032,3267,65026.0
1618445135.7988417,3272,65006.0
1618445142.8815074,3273,65004.0
1618445186.3794365,3279,64979.0
1618445200.8245385,3281,64975.0
1618445215.1542764,3283,64968.0
1618445229.3592021,3285,64966.0
1618445258.2272222,3289,64974.0
1618445279.6249275,3292,64945.0
1618445308.2742853,3296,64932.0
1618445372.671648,3305,64897.0
1618445379.9698834,3306,64898.0
1618445387.1572149,3307,64892.0
1618445430.699605,3313,64882.0
1618445488.3605838,3321,64881.0
1618445517.2777941,3325,64866.0
1618445531.9229157,3327,64865.0
1618445539.2602742,3328,64863.0
1618445546.7662475,3329,64861.0
1618445575.7347572,3333,64850.0
1618445611.5321212,3338,64885.0
1618445662.3710563,3345,64832.0
1618445727.0151463,3353,64813.0
1618445755.7585778,3357,64819.0
1618445784.752969,3361,64807.0
1618445799.4354422,3363,64814.0
1618445842.4625444,3369,64793.0
1618445864.5344722,3372,64782.0
